Level.code	Main.food.description	n_digits	source	usda_fndds_description	used_in_F1d_tree
833	Fat_free_salad_dressings	3	usda_fndds	Fat free salad dressings	FALSE
9	Sugars_Sweets_and_Beverages	1	usda_fndds	Sugars, Sweets, and Beverages	TRUE
91	Sugars_and_sweets	2	usda_fndds	Sugars and sweets	TRUE
911	Sugars_and_sugarsugar_substitute_blends	3	usda_fndds	Sugars and sugar-sugar substitute blends	TRUE
9110	Sugars_and_sugarsugar_substitute_blends	4	food_tree_extension		TRUE
91101	Sugar_white	5	food_tree_extension		TRUE
91102	Sugar_brown	5	food_tree_extension		TRUE
91103	Sugar_maple	5	food_tree_extension		FALSE
91104	Sugar_cinnamon_or_raw	5	food_tree_extension		FALSE
91105	Fructose_sugar_substitute	5	food_tree_extension		FALSE
91106	Aspartame_sugar_substitute	5	food_tree_extension		FALSE
91107	Sucralose_sugar_substitute	5	food_tree_extension		TRUE
91108	Herbal_extract_sweetener	5	food_tree_extension		FALSE
91109	Agave_liquid	5	food_tree_extension		FALSE
912	Sugar_replacements_or_substitute	3	usda_fndds	Sugar replacements or substitute	TRUE
9120	Saccharin_or_aspartame	4	food_tree_extension		TRUE
91200	Saccharin	5	food_tree_extension		TRUE
91201	Aspartame	5	food_tree_extension		TRUE
913	Syrups_honey_molasses_sweet_toppings	3	usda_fndds	Syrups, honey, molasses, sweet toppings	TRUE
9130	Syrups_honey_molasses	4	food_tree_extension		TRUE
91300	Pancake_syrup	5	food_tree_extension		FALSE
91301	Thin_syrups	5	food_tree_extension		TRUE
91302	Honey	5	food_tree_extension		TRUE
91303	Thick_syrups	5	food_tree_extension		FALSE
91304	Toppings	5	food_tree_extension		TRUE
91305	Icing	5	food_tree_extension		FALSE
9135	Dietetic_syrup	4	food_tree_extension		FALSE
9136	Sweet_toppings	4	food_tree_extension		TRUE
914	Jellies_jams_preserves	3	usda_fndds	Jellies, jams, preserves	TRUE
9140	Jellies_jams_preserves	4	food_tree_extension		TRUE
91401	Jelly	5	food_tree_extension		TRUE
91402	Preserves	5	food_tree_extension		TRUE
91403	Fruit_butter	5	food_tree_extension		FALSE
91404	Marmalade	5	food_tree_extension		FALSE
91405	Jelly_reduced_sugar	5	food_tree_extension		TRUE
91406	Jams_low_sugar	5	food_tree_extension		FALSE
91407	Pastes	5	food_tree_extension		FALSE
91408	Sweet_vegetable	5	food_tree_extension		FALSE
915	Gelatin_desserts_or_salads	3	usda_fndds	Gelatin desserts or salads	TRUE
9150	Gelatin_desserts_or_salads	4	food_tree_extension		TRUE
9151	Gelatin_desserts_or_salads	4	food_tree_extension		TRUE
9152	Bean_paste_dessert	4	food_tree_extension		FALSE
9155	Cream_cake_or_custard	4	food_tree_extension		FALSE
9156	Coconut_pudding	4	food_tree_extension		FALSE
9158	Frozen_gelatin	4	food_tree_extension		FALSE
916	Ices_or_popsicles	3	usda_fndds	Ices or popsicles	TRUE
9160	Ice_fruit	4	food_tree_extension		TRUE
9161	Ice_pop	4	food_tree_extension		TRUE
9162	Snow_cone	4	food_tree_extension		FALSE
917	Candies	3	usda_fndds	Candies	TRUE
9170	Candies	4	food_tree_extension		TRUE
91700	Candy_NFS	5	food_tree_extension		FALSE
91701	Almonds	5	food_tree_extension		FALSE
91702	Butterscotch	5	food_tree_extension		FALSE
91703	Caramel_or_coffee_containing_candy	5	food_tree_extension		TRUE
91705	Milk_or_white_chocolate	5	food_tree_extension		TRUE
91706	Coconut_candy	5	food_tree_extension		FALSE
91707	Fondant	5	food_tree_extension		FALSE
91708	Fruit_candy	5	food_tree_extension		TRUE
91709	Gumdrops	5	food_tree_extension		FALSE
9171	Candies	4	food_tree_extension		FALSE
91713	Fudge_chocolate_peanut_butter_vanilla	5	food_tree_extension		FALSE
91715	Chocolate_and_caramel_candy	5	food_tree_extension		FALSE
91716	Halvah	5	food_tree_extension		FALSE
91718	Honey_or_peanut_butter_candy	5	food_tree_extension		FALSE
9172	Candies	4	food_tree_extension		TRUE
91721	Licorice	5	food_tree_extension		TRUE
91723	Marshmallow	5	food_tree_extension		FALSE
91726	Nougat_candy	5	food_tree_extension		TRUE
91727	Nuts_candy	5	food_tree_extension		FALSE
91728	Nuts_and_nougat	5	food_tree_extension		FALSE
9173	Candies	4	food_tree_extension		TRUE
91731	Coated_peanut_candy	5	food_tree_extension		FALSE
91732	Peanut_candy	5	food_tree_extension		FALSE
91733	Peanut_brittle	5	food_tree_extension		FALSE
91734	Peanut_butter_candy	5	food_tree_extension		TRUE
91735	Pralines	5	food_tree_extension		FALSE
91736	Pineapple_candy	5	food_tree_extension		FALSE
91739	Coated_raisins	5	food_tree_extension		FALSE
9174	Candies	4	food_tree_extension		TRUE
91742	Sesame	5	food_tree_extension		FALSE
91745	Hard_candy	5	food_tree_extension		TRUE
91746	Chocolate_candy	5	food_tree_extension		TRUE
9175	Taffy	4	food_tree_extension		TRUE
9176	Toffee_and_truffles	4	food_tree_extension		FALSE
9177	Low_sugar_candy	4	food_tree_extension		FALSE
918	Chewing_gums	3	usda_fndds	Chewing gums	FALSE
92	Nonalcoholic_beverages	2	usda_fndds	Nonalcoholic beverages	TRUE
921	Coffee	3	usda_fndds	Coffee	TRUE
9210	Coffee	4	food_tree_extension		TRUE
92100	Coffee_NS	5	food_tree_extension		FALSE
92101	Coffee_from_ground	5	food_tree_extension		TRUE
92103	Coffee_from_powdered	5	food_tree_extension		FALSE
92104	Coffee_instant	5	food_tree_extension		FALSE
92105	Coffee_liquid_concentrate	5	food_tree_extension		FALSE
92106	Acid_neutralized	5	food_tree_extension		FALSE
9211	Coffee_decaffeinated	4	food_tree_extension		TRUE
9212	Coffee_from_powder_with_sweetener	4	food_tree_extension		FALSE
9213	Coffee_presweetened	4	food_tree_extension		FALSE
9215	Coffee_and_chicory	4	food_tree_extension		FALSE
9216	Cappuccino	4	food_tree_extension		FALSE
9219	Coffee_from_powder	4	food_tree_extension		FALSE
922	Coffee_substitutes	3	usda_fndds	Coffee substitutes	FALSE
923	Tea	3	usda_fndds	Tea	TRUE
9230	Tea	4	food_tree_extension		TRUE
92301	Tea_NS	5	food_tree_extension		FALSE
92302	Tea_leaf	5	food_tree_extension		TRUE
92304	Tea_from_frozen_concentrate	5	food_tree_extension		FALSE
92305	Tea_from_powdered_instant	5	food_tree_extension		FALSE
92306	Tea_herbal	5	food_tree_extension		TRUE
92307	Tea_powdered_or_tea_and_lemonade	5	food_tree_extension		FALSE
924	Soft_drinks_carbonated	3	usda_fndds	Soft drinks, carbonated	TRUE
9240	Soft_drink_NS	4	food_tree_extension		FALSE
9241	Carbonated_soft_drinks	4	food_tree_extension		TRUE
9243	Carbonated_juice_drinks	4	food_tree_extension		FALSE
925	Fruit_drinks	3	usda_fndds	Fruit drinks	TRUE
9251	Fruit_juice_drinks_and_fruitflavored_drinks	4	usda_fndds	Fruit juice drinks and fruit-flavored drinks	TRUE
9253	Fruit_juice_drinks_and_fruit_flavored_drinks_with_high_vitamin_C	4	usda_fndds	Fruit juice drinks and fruit flavored drinks with high vitamin C	TRUE
9254	Fruit_flavored_drinks_made_from_powdered_mix	4	usda_fndds	Fruit flavored drinks, made from powdered mix	FALSE
9255	Fruit_juice_drinks_and_fruit_flavored_drinks_low_calorie	4	usda_fndds	Fruit juice drinks and fruit flavored drinks, low calorie	FALSE
9258	Fruit_juice_drinks_and_fruit_flavored_drinks_fortified_with_calcium	4	usda_fndds	Fruit juice drinks and fruit flavored drinks, fortified with calcium	FALSE
926	Beverages_nonfruit	3	usda_fndds	Beverages, nonfruit	FALSE
928	Nonalcoholic_beers_wines_cocktails	3	usda_fndds	Nonalcoholic beers, wines, cocktails	FALSE
929	Beverage_concentrates_dry_not_reconstituted	3	usda_fndds	Beverage concentrates, dry, not reconstituted	FALSE
93	Alcoholic_beverages	2	usda_fndds	Alcoholic beverages	FALSE
931	Beers_and_ales	3	usda_fndds	Beers and ales	FALSE
932	Cordials_and_liqueurs	3	usda_fndds	Cordials and liqueurs	FALSE
933	Cocktails	3	usda_fndds	Cocktails	FALSE
934	Wines	3	usda_fndds	Wines	FALSE
935	Distilled_liquors	3	usda_fndds	Distilled liquors	FALSE
94	Water_noncarbonated	2	usda_fndds	Water, noncarbonated	TRUE
940	Water_not_bottled	3	usda_fndds	Water, not bottled	FALSE
941	Water_bottled	3	usda_fndds	Water, bottled	TRUE
942	Water_bottled_fortified	3	usda_fndds	Water, bottled, fortified	TRUE
943	Water_baby_food	3	usda_fndds	Water, baby food	FALSE
95	Formulated_nutrition_beverages_energy_drinks_sports_drinks_function	2	usda_fndds	Formulated nutrition beverages, energy drinks, sports drinks, functional beverages	TRUE
951	Nutrition_drinks	3	usda_fndds	Nutrition drinks	TRUE
952	Nutrition_powders	3	usda_fndds	Nutrition powders	TRUE
9531	Energy_drinks	4	usda_fndds	Energy drinks	FALSE
9532	Sports_drinks	4	usda_fndds	Sports drinks	TRUE
9533	Fluid_replacements	4	usda_fndds	Fluid replacements	TRUE
9534	Other_functional_beverages	4	usda_fndds	Other functional beverages	FALSE
